Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDS11,CHUKWUDI035,FDS11_CHUKWUDI035,7.05,Normal Fat,0.055548003,Breads,563.27,2011,Small,Cluster 2,Supermarket Type1,14541.07
FDS11,CHUKWUDI049,FDS11_CHUKWUDI049,7.05,Normal Fat,0.055644887,Breads,562.27,2006,Medium,Cluster 1,Supermarket Type1,6711.26
FDS12,CHUKWUDI010,FDS12_CHUKWUDI010,9.1,Low Fat,0.291438755,Baking Goods,317.09,2005,,Cluster 3,Grocery Store,314.59
FDS12,CHUKWUDI013,FDS12_CHUKWUDI013,9.1,Low Fat,0.173973652,Baking Goods,316.34,1994,High,Cluster 3,Supermarket Type1,4404.27
FDS12,CHUKWUDI017,FDS12_CHUKWUDI017,9.1,Low Fat,0.175103435,Baking Goods,318.84,2014,,Cluster 2,Supermarket Type1,11639.85
FDS12,CHUKWUDI018,FDS12_CHUKWUDI018,9.1,Low Fat,0.174827835,Baking Goods,318.09,2016,Medium,Cluster 3,Supermarket Type2,4089.68
FDS12,CHUKWUDI019,FDS12_CHUKWUDI019,,Ultra Low fat,0.304859104,Baking Goods,313.59,1992,Small,Cluster 1,Grocery Store,1887.54
FDS13,CHUKWUDI017,FDS13_CHUKWUDI017,6.465,Low Fat,0.125210375,Canned,667.22,2014,,Cluster 2,Supermarket Type1,2649.88
FDS14,CHUKWUDI013,FDS14_CHUKWUDI013,7.285,Low Fat,0.049922304,Dairy,392.32,1994,High,Cluster 3,Supermarket Type1,3928.22
FDS14,CHUKWUDI017,FDS14_CHUKWUDI017,7.285,Low Fat,0,Dairy,387.82,2014,,Cluster 2,Supermarket Type1,3535.4
FDS14,CHUKWUDI035,FDS14_CHUKWUDI035,7.285,Low Fat,0.049954435,Dairy,391.32,2011,Small,Cluster 2,Supermarket Type1,5892.33
FDS14,CHUKWUDI045,FDS14_CHUKWUDI045,7.285,Low Fat,0.050065211,Dairy,393.57,2009,,Cluster 2,Supermarket Type1,5106.69
FDS15,CHUKWUDI010,FDS15_CHUKWUDI010,9.195,Normal Fat,0.130657442,Meat,266.15,2005,,Cluster 3,Grocery Store,539.3
FDS15,CHUKWUDI013,FDS15_CHUKWUDI013,9.195,Normal Fat,0.077995641,Meat,267.9,1994,High,Cluster 3,Supermarket Type1,7010.87
FDS15,CHUKWUDI046,FDS15_CHUKWUDI046,9.195,Normal Fat,0.078060601,Meat,265.9,2004,Small,Cluster 1,Supermarket Type1,7280.52
FDS15,CHUKWUDI049,FDS15_CHUKWUDI049,9.195,Normal Fat,0.078181964,Meat,266.9,2006,Medium,Cluster 1,Supermarket Type1,10246.66
FDS16,CHUKWUDI013,FDS16_CHUKWUDI013,15.15,Normal Fat,0.066121873,Frozen Foods,364.19,1994,High,Cluster 3,Supermarket Type1,9154.75
FDS16,CHUKWUDI017,FDS16_CHUKWUDI017,15.15,Normal Fat,0.066551268,Frozen Foods,361.69,2014,,Cluster 2,Supermarket Type1,9887.13
FDS16,CHUKWUDI018,FDS16_CHUKWUDI018,15.15,Normal Fat,0.066446521,Frozen Foods,369.94,2016,Medium,Cluster 3,Supermarket Type2,1830.95
FDS16,CHUKWUDI027,FDS16_CHUKWUDI027,,Normal Fat,0,Frozen Foods,363.19,1992,Medium,Cluster 3,Supermarket Type3,13182.84
FDS16,CHUKWUDI035,FDS16_CHUKWUDI035,15.15,Normal Fat,0.066164431,Frozen Foods,368.44,2011,Small,Cluster 2,Supermarket Type1,5492.85
FDS16,CHUKWUDI045,FDS16_CHUKWUDI045,15.15,Normal Fat,0.066311153,Frozen Foods,364.44,2009,,Cluster 2,Supermarket Type1,9887.13
FDS16,CHUKWUDI049,FDS16_CHUKWUDI049,15.15,Normal Fat,0.066279832,Frozen Foods,369.69,2006,Medium,Cluster 1,Supermarket Type1,11351.89
FDS19,CHUKWUDI010,FDS19_CHUKWUDI010,13.8,Normal Fat,0.107469819,Fruits and Vegetables,194.5,2005,,Cluster 3,Grocery Store,569.26
FDS19,CHUKWUDI013,FDS19_CHUKWUDI013,13.8,Normal Fat,0.064153845,Fruits and Vegetables,192.25,1994,High,Cluster 3,Supermarket Type1,1518.02
FDS20,CHUKWUDI017,FDS20_CHUKWUDI017,8.85,Low Fat,0.054171606,Fruits and Vegetables,459.82,2014,,Cluster 2,Supermarket Type1,7297.17
FDS20,CHUKWUDI045,FDS20_CHUKWUDI045,8.85,Low Fat,0.053976156,Fruits and Vegetables,453.82,2009,,Cluster 2,Supermarket Type1,3192.51
FDS20,CHUKWUDI049,FDS20_CHUKWUDI049,8.85,Low Fat,0.053950661,Fruits and Vegetables,456.82,2006,Medium,Cluster 1,Supermarket Type1,12313.97
FDS21,CHUKWUDI010,FDS21_CHUKWUDI010,19.85,Normal Fat,0.034942397,Snack Foods,154.8,2005,,Cluster 3,Grocery Store,309.6
FDS21,CHUKWUDI013,FDS21_CHUKWUDI013,19.85,Normal Fat,0.020858779,Snack Foods,157.05,1994,High,Cluster 3,Supermarket Type1,2321.98
FDS22,CHUKWUDI013,FDS22_CHUKWUDI013,16.85,Normal Fat,0.023135131,Snack Foods,112.11,1994,High,Cluster 3,Supermarket Type1,1757.71
FDS23,CHUKWUDI017,FDS23_CHUKWUDI017,4.635,Low Fat,0.141686037,Breads,317.5,2014,,Cluster 2,Supermarket Type1,4497.48
FDS23,CHUKWUDI019,FDS23_CHUKWUDI019,,Low Fat,0.246678647,Breads,324.5,1992,Small,Cluster 1,Grocery Store,963.75
FDS23,CHUKWUDI035,FDS23_CHUKWUDI035,4.635,Low Fat,0.14086247,Breads,316.25,2011,Small,Cluster 2,Supermarket Type1,4176.23
FDS23,CHUKWUDI046,FDS23_CHUKWUDI046,4.635,Low Fat,0.140889111,Breads,317.75,2004,Small,Cluster 1,Supermarket Type1,4818.73
FDS23,CHUKWUDI049,FDS23_CHUKWUDI049,4.635,Low Fat,0.141108156,Breads,320.75,2006,Medium,Cluster 1,Supermarket Type1,6746.22
FDS24,CHUKWUDI013,FDS24_CHUKWUDI013,20.85,Normal Fat,0.062172698,Baking Goods,225.63,1994,High,Cluster 3,Supermarket Type1,1549.65
FDS25,CHUKWUDI018,FDS25_CHUKWUDI018,6.885,Normal Fat,0.14057889,Canned,280.31,2016,Medium,Cluster 3,Supermarket Type2,1657.84
FDS25,CHUKWUDI046,FDS25_CHUKWUDI046,6.885,Normal Fat,0.140008554,Canned,271.81,2004,Small,Cluster 1,Supermarket Type1,6355.06
FDS26,CHUKWUDI017,FDS26_CHUKWUDI017,20.35,Low Fat,0.089975294,Dairy,654.15,2014,,Cluster 2,Supermarket Type1,18970.31
FDS26,CHUKWUDI027,FDS26_CHUKWUDI027,,Low Fat,0.089035961,Dairy,651.4,1992,Medium,Cluster 3,Supermarket Type3,22895.2
FDS27,CHUKWUDI017,FDS27_CHUKWUDI017,10.195,Normal Fat,0.012528611,Meat,487.78,2014,,Cluster 2,Supermarket Type1,9329.52
FDS27,CHUKWUDI019,FDS27_CHUKWUDI019,,Normal Fat,0.0218126,Meat,486.78,1992,Small,Cluster 1,Grocery Store,491.03
FDS27,CHUKWUDI035,FDS27_CHUKWUDI035,10.195,Normal Fat,0.012455787,Meat,493.78,2011,Small,Cluster 2,Supermarket Type1,5892.33
FDS27,CHUKWUDI045,FDS27_CHUKWUDI045,10.195,Normal Fat,0.012483408,Meat,488.53,2009,,Cluster 2,Supermarket Type1,6874.39
FDS27,CHUKWUDI049,FDS27_CHUKWUDI049,10.195,Normal Fat,0.012477512,Meat,492.78,2006,Medium,Cluster 1,Supermarket Type1,1964.11
FDS28,CHUKWUDI013,FDS28_CHUKWUDI013,8.18,Normal Fat,0.082333019,Frozen Foods,145.4,1994,High,Cluster 3,Supermarket Type1,858.88
FDS31,CHUKWUDI018,FDS31_CHUKWUDI018,13.1,Normal Fat,0.044372393,Fruits and Vegetables,450.83,2016,Medium,Cluster 3,Supermarket Type2,7217.27
FDS31,CHUKWUDI019,FDS31_CHUKWUDI019,,Normal Fat,0,Fruits and Vegetables,446.33,1992,Small,Cluster 1,Grocery Store,451.08
FDS31,CHUKWUDI027,FDS31_CHUKWUDI027,,Normal Fat,0.043978369,Fruits and Vegetables,446.08,1992,Medium,Cluster 3,Supermarket Type3,6315.11
FDS31,CHUKWUDI045,FDS31_CHUKWUDI045,13.1,Normal Fat,0.044281996,Fruits and Vegetables,446.33,2009,,Cluster 2,Supermarket Type1,7668.35
FDS31,CHUKWUDI046,FDS31_CHUKWUDI046,13.1,Normal Fat,0.044192372,Fruits and Vegetables,450.83,2004,Small,Cluster 1,Supermarket Type1,5864.03
FDS31,CHUKWUDI049,FDS31_CHUKWUDI049,13.1,Normal Fat,0,Fruits and Vegetables,447.33,2006,Medium,Cluster 1,Supermarket Type1,7668.35
FDS32,CHUKWUDI010,FDS32_CHUKWUDI010,17.75,Normal Fat,0.049634572,Fruits and Vegetables,350.71,2005,,Cluster 3,Grocery Store,702.42
FDS32,CHUKWUDI017,FDS32_CHUKWUDI017,17.75,Normal Fat,0.029821648,Fruits and Vegetables,349.96,2014,,Cluster 2,Supermarket Type1,2809.68
FDS32,CHUKWUDI035,FDS32_CHUKWUDI035,17.75,Normal Fat,0.029648306,Fruits and Vegetables,356.21,2011,Small,Cluster 2,Supermarket Type1,3160.89
FDS32,CHUKWUDI045,FDS32_CHUKWUDI045,17.75,Normal Fat,0,Fruits and Vegetables,349.96,2009,,Cluster 2,Supermarket Type1,4916.93
FDS32,CHUKWUDI046,FDS32_CHUKWUDI046,17.75,Normal Fat,0.029653914,Fruits and Vegetables,351.46,2004,Small,Cluster 1,Supermarket Type1,6672.98
FDS32,CHUKWUDI049,FDS32_CHUKWUDI049,17.75,Normal Fat,0.029700018,Fruits and Vegetables,350.96,2006,Medium,Cluster 1,Supermarket Type1,3512.1
FDS33,CHUKWUDI013,FDS33_CHUKWUDI013,6.67,Normal Fat,0.12332588,Snack Foods,225.63,1994,High,Cluster 3,Supermarket Type1,2435.16
FDS33,CHUKWUDI049,FDS33_CHUKWUDI049,6.67,Normal Fat,0.123620492,Snack Foods,225.13,2006,Medium,Cluster 1,Supermarket Type1,3763.43
FDS34,CHUKWUDI017,FDS34_CHUKWUDI017,19.35,Normal Fat,0.077193256,Snack Foods,281.88,2014,,Cluster 2,Supermarket Type1,1707.78
FDS34,CHUKWUDI049,FDS34_CHUKWUDI049,19.35,Normal Fat,0.076878416,Snack Foods,284.88,2006,Medium,Cluster 1,Supermarket Type1,2846.3
FDS35,CHUKWUDI013,FDS35_CHUKWUDI013,9.3,Low Fat,0.111127966,Breads,157.96,1994,High,Cluster 3,Supermarket Type1,5005.15
FDS36,CHUKWUDI013,FDS36_CHUKWUDI013,8.38,Normal Fat,0.046848322,Baking Goods,276.39,1994,High,Cluster 3,Supermarket Type1,9612.49
FDS36,CHUKWUDI046,FDS36_CHUKWUDI046,8.38,Normal Fat,0.04688734,Baking Goods,269.89,2004,Small,Cluster 1,Supermarket Type1,7415.35
FDS36,CHUKWUDI049,FDS36_CHUKWUDI049,8.38,Normal Fat,0.046960237,Baking Goods,279.64,2006,Medium,Cluster 1,Supermarket Type1,7415.35
FDS37,CHUKWUDI010,FDS37_CHUKWUDI010,7.655,Low Fat,0.05346916,Canned,285.37,2005,,Cluster 3,Grocery Store,289.62
FDS37,CHUKWUDI013,FDS37_CHUKWUDI013,7.655,Low Fat,0.031918284,Canned,294.37,1994,High,Cluster 3,Supermarket Type1,1737.74
FDS37,CHUKWUDI017,FDS37_CHUKWUDI017,7.655,Low Fat,0.032125561,Canned,289.37,2014,,Cluster 2,Supermarket Type1,6371.71
FDS37,CHUKWUDI049,FDS37_CHUKWUDI049,7.655,Low Fat,0.031994534,Canned,285.87,2006,Medium,Cluster 1,Supermarket Type1,4633.97
FDS39,CHUKWUDI013,FDS39_CHUKWUDI013,6.895,Low Fat,0.022441883,Meat,359.7,1994,High,Cluster 3,Supermarket Type1,6767.86
FDS39,CHUKWUDI017,FDS39_CHUKWUDI017,6.895,Low Fat,0.022587621,Meat,359.45,2014,,Cluster 2,Supermarket Type1,4986.84
FDS39,CHUKWUDI027,FDS39_CHUKWUDI027,,Low Fat,0.022351808,Meat,359.45,1992,Medium,Cluster 3,Supermarket Type3,12467.11
FDS40,CHUKWUDI010,FDS40_CHUKWUDI010,15.35,Low Fat,0.02346559,Frozen Foods,88.05,2005,,Cluster 3,Grocery Store,91.55
FDS40,CHUKWUDI013,FDS40_CHUKWUDI013,15.35,Low Fat,0.014007727,Frozen Foods,95.8,1994,High,Cluster 3,Supermarket Type1,732.38
FDS43,CHUKWUDI017,FDS43_CHUKWUDI017,11.65,Low Fat,0.040744057,Fruits and Vegetables,464.81,2014,,Cluster 2,Supermarket Type1,10253.32
FDS43,CHUKWUDI027,FDS43_CHUKWUDI027,,Low Fat,0.040318693,Fruits and Vegetables,465.56,1992,Medium,Cluster 3,Supermarket Type3,12583.62
FDS43,CHUKWUDI035,FDS43_CHUKWUDI035,11.65,Low Fat,0.040507228,Fruits and Vegetables,467.31,2011,Small,Cluster 2,Supermarket Type1,5592.72
FDS43,CHUKWUDI045,FDS43_CHUKWUDI045,11.65,Low Fat,0.040597054,Fruits and Vegetables,468.31,2009,,Cluster 2,Supermarket Type1,4660.6
FDS43,CHUKWUDI049,FDS43_CHUKWUDI049,11.65,Low Fat,0.040577878,Fruits and Vegetables,470.56,2006,Medium,Cluster 1,Supermarket Type1,3262.42
FDS44,CHUKWUDI017,FDS44_CHUKWUDI017,12.65,Normal Fat,0.156926608,Fruits and Vegetables,595.88,2014,,Cluster 2,Supermarket Type1,13820.34
FDS44,CHUKWUDI019,FDS44_CHUKWUDI019,,Normal Fat,0.27321283,Fruits and Vegetables,602.38,1992,Small,Cluster 1,Grocery Store,1201.77
FDS44,CHUKWUDI027,FDS44_CHUKWUDI027,,Normal Fat,0.15528831,Fruits and Vegetables,604.38,1992,Medium,Cluster 3,Supermarket Type3,22833.61
FDS45,CHUKWUDI010,FDS45_CHUKWUDI010,5.175,Normal Fat,0.04937018,Snack Foods,266.91,2005,,Cluster 3,Grocery Store,529.31
FDS45,CHUKWUDI013,FDS45_CHUKWUDI013,5.175,Normal Fat,0.029471408,Snack Foods,263.66,1994,High,Cluster 3,Supermarket Type1,8204.32
FDS45,CHUKWUDI018,FDS45_CHUKWUDI018,5.175,Normal Fat,0.029616108,Snack Foods,269.41,2016,Medium,Cluster 3,Supermarket Type2,5028.45
FDS46,CHUKWUDI017,FDS46_CHUKWUDI017,17.6,Normal Fat,0.047524635,Snack Foods,295.7,2014,,Cluster 2,Supermarket Type1,1787.67
FDS46,CHUKWUDI018,FDS46_CHUKWUDI018,17.6,Normal Fat,0.047449835,Snack Foods,295.45,2016,Medium,Cluster 3,Supermarket Type2,6554.8
FDS46,CHUKWUDI019,FDS46_CHUKWUDI019,,Normal Fat,0.082741482,Snack Foods,296.95,1992,Small,Cluster 1,Grocery Store,297.95
FDS46,CHUKWUDI046,FDS46_CHUKWUDI046,17.6,Normal Fat,0.047257328,Snack Foods,299.2,2004,Small,Cluster 1,Supermarket Type1,5363.02
FDS46,CHUKWUDI049,FDS46_CHUKWUDI049,17.6,Normal Fat,0.047330801,Snack Foods,302.2,2006,Medium,Cluster 1,Supermarket Type1,6554.8
FDS47,CHUKWUDI013,FDS47_CHUKWUDI013,16.75,Low Fat,0.128778474,Breads,222.96,1994,High,Cluster 3,Supermarket Type1,3954.85
FDS48,CHUKWUDI010,FDS48_CHUKWUDI010,15.15,Low Fat,0.046496777,Baking Goods,374.18,2005,,Cluster 3,Grocery Store,752.35
FDS48,CHUKWUDI013,FDS48_CHUKWUDI013,15.15,Low Fat,0.027756137,Baking Goods,376.18,1994,High,Cluster 3,Supermarket Type1,5266.48
FDS48,CHUKWUDI019,FDS48_CHUKWUDI019,,Low Fat,0.048637888,Baking Goods,374.43,1992,Small,Cluster 1,Grocery Store,376.18
FDS48,CHUKWUDI027,FDS48_CHUKWUDI027,,Low Fat,0.027644732,Baking Goods,373.68,1992,Medium,Cluster 3,Supermarket Type3,7899.72
FDS48,CHUKWUDI035,FDS48_CHUKWUDI035,15.15,Low Fat,0.027774002,Baking Goods,380.93,2011,Small,Cluster 2,Supermarket Type1,7899.72
FDS48,CHUKWUDI046,FDS48_CHUKWUDI046,15.15,Low Fat,0.027779254,Baking Goods,375.43,2004,Small,Cluster 1,Supermarket Type1,3761.77
FDS49,CHUKWUDI013,FDS49_CHUKWUDI013,9,Low Fat,0.079279489,Canned,193.16,1994,High,Cluster 3,Supermarket Type1,3338.99
FDS50,CHUKWUDI017,FDS50_CHUKWUDI017,17,Low Fat,0.055746931,Dairy,550.03,2014,,Cluster 2,Supermarket Type1,5542.79
FDS50,CHUKWUDI045,FDS50_CHUKWUDI045,17,Low Fat,0.055545797,Dairy,551.28,2009,,Cluster 2,Supermarket Type1,13302.68
FDS50,CHUKWUDI049,FDS50_CHUKWUDI049,17,Low Fat,0.055519561,Dairy,549.53,2006,Medium,Cluster 1,Supermarket Type1,2771.39
FDS52,CHUKWUDI010,FDS52_CHUKWUDI010,8.89,Low Fat,0.009163216,Frozen Foods,254.25,2005,,Cluster 3,Grocery Store,253
FDS52,CHUKWUDI046,FDS52_CHUKWUDI046,8.89,Low Fat,0.005474515,Frozen Foods,249.25,2004,Small,Cluster 1,Supermarket Type1,4807.08
FDS55,CHUKWUDI013,FDS55_CHUKWUDI013,7.02,Low Fat,0.081096635,Fruits and Vegetables,371.18,1994,High,Cluster 3,Supermarket Type1,8908.4
FDS55,CHUKWUDI017,FDS55_CHUKWUDI017,7.02,Low Fat,0.081623275,Fruits and Vegetables,370.18,2014,,Cluster 2,Supermarket Type1,4825.39
FDS55,CHUKWUDI018,FDS55_CHUKWUDI018,7.02,Low Fat,0,Fruits and Vegetables,370.43,2016,Medium,Cluster 3,Supermarket Type2,2227.1
FDS55,CHUKWUDI019,FDS55_CHUKWUDI019,,Low Fat,0.142107998,Fruits and Vegetables,375.93,1992,Small,Cluster 1,Grocery Store,742.37
FDS55,CHUKWUDI027,FDS55_CHUKWUDI027,,Low Fat,0.080771137,Fruits and Vegetables,366.18,1992,Medium,Cluster 3,Supermarket Type3,10393.14
FDS55,CHUKWUDI035,FDS55_CHUKWUDI035,7.02,Low Fat,0.08114883,Fruits and Vegetables,367.18,2011,Small,Cluster 2,Supermarket Type1,8908.4
FDS55,CHUKWUDI045,FDS55_CHUKWUDI045,7.02,Low Fat,0.081328781,Fruits and Vegetables,375.18,2009,,Cluster 2,Supermarket Type1,11135.51
FDS55,CHUKWUDI049,FDS55_CHUKWUDI049,7.02,Low Fat,0.081290366,Fruits and Vegetables,368.43,2006,Medium,Cluster 1,Supermarket Type1,6310.12
FDS56,CHUKWUDI017,FDS56_CHUKWUDI017,5.785,Normal Fat,0.038976089,Fruits and Vegetables,660.56,2014,,Cluster 2,Supermarket Type1,9837.2
FDS57,CHUKWUDI013,FDS57_CHUKWUDI013,15.5,Low Fat,0.103356186,Snack Foods,357.12,1994,High,Cluster 3,Supermarket Type1,3936.54
FDS57,CHUKWUDI017,FDS57_CHUKWUDI017,15.5,Low Fat,0,Snack Foods,353.87,2014,,Cluster 2,Supermarket Type1,7515.22
FDS57,CHUKWUDI019,FDS57_CHUKWUDI019,,Low Fat,0.181114059,Snack Foods,354.12,1992,Small,Cluster 1,Grocery Store,1073.6
FDS57,CHUKWUDI035,FDS57_CHUKWUDI035,15.5,Ultra Low fat,0.103422709,Snack Foods,362.12,2011,Small,Cluster 2,Supermarket Type1,4294.41
FDS57,CHUKWUDI046,FDS57_CHUKWUDI046,15.5,Low Fat,0.103442268,Snack Foods,362.12,2004,Small,Cluster 1,Supermarket Type1,6083.75
FDS57,CHUKWUDI049,FDS57_CHUKWUDI049,15.5,Low Fat,0.103603094,Snack Foods,358.87,2006,Medium,Cluster 1,Supermarket Type1,3578.68
FDS58,CHUKWUDI013,FDS58_CHUKWUDI013,9.285,Normal Fat,0.020989132,Snack Foods,396.64,1994,High,Cluster 3,Supermarket Type1,6017.17
FDS58,CHUKWUDI035,FDS58_CHUKWUDI035,9.285,Normal Fat,0.021002641,Snack Foods,402.89,2011,Small,Cluster 2,Supermarket Type1,10028.61
FDS58,CHUKWUDI045,FDS58_CHUKWUDI045,9.285,Normal Fat,0.021049215,Snack Foods,402.64,2009,,Cluster 2,Supermarket Type1,6017.17
FDS58,CHUKWUDI046,FDS58_CHUKWUDI046,9.285,Normal Fat,0,Snack Foods,403.89,2004,Small,Cluster 1,Supermarket Type1,11633.19
FDS58,CHUKWUDI049,FDS58_CHUKWUDI049,9.285,Normal Fat,0.021039273,Snack Foods,400.14,2006,Medium,Cluster 1,Supermarket Type1,6418.31
FDS59,CHUKWUDI010,FDS59_CHUKWUDI010,14.8,Normal Fat,0.073468631,Breads,277.14,2005,,Cluster 3,Grocery Store,823.93
FDS59,CHUKWUDI013,FDS59_CHUKWUDI013,14.8,Normal Fat,0.043856919,Breads,272.64,1994,High,Cluster 3,Supermarket Type1,6866.06
FDS59,CHUKWUDI018,FDS59_CHUKWUDI018,14.8,Normal Fat,0.04407225,Breads,272.64,2016,Medium,Cluster 3,Supermarket Type2,3570.35
FDS59,CHUKWUDI019,FDS59_CHUKWUDI019,,Normal Fat,0.076851759,Breads,279.64,1992,Small,Cluster 1,Grocery Store,274.64
FDS60,CHUKWUDI018,FDS60_CHUKWUDI018,20.85,Low Fat,0.032580705,Baking Goods,450.17,2016,Medium,Cluster 3,Supermarket Type2,5392.98
FDS60,CHUKWUDI035,FDS60_CHUKWUDI035,20.85,Low Fat,0.032442388,Baking Goods,445.92,2011,Small,Cluster 2,Supermarket Type1,11684.79
FDS60,CHUKWUDI046,FDS60_CHUKWUDI046,20.85,Low Fat,0.032448523,Baking Goods,444.67,2004,Small,Cluster 1,Supermarket Type1,2696.49
FDT01,CHUKWUDI017,FDT01_CHUKWUDI017,13.65,Normal Fat,0.18520944,Canned,532.48,2014,,Cluster 2,Supermarket Type1,7964.63
FDT01,CHUKWUDI045,FDT01_CHUKWUDI045,13.65,Normal Fat,0.18454121,Canned,528.98,2009,,Cluster 2,Supermarket Type1,11681.46
FDT01,CHUKWUDI049,FDT01_CHUKWUDI049,13.65,Normal Fat,0.184454044,Canned,528.73,2006,Medium,Cluster 1,Supermarket Type1,10088.53
FDT03,CHUKWUDI017,FDT03_CHUKWUDI017,21.25,Low Fat,0.01005532,Meat,457.9,2014,,Cluster 2,Supermarket Type1,6891.03
FDT03,CHUKWUDI018,FDT03_CHUKWUDI018,21.25,Low Fat,0.010039493,Meat,454.4,2016,Medium,Cluster 3,Supermarket Type2,2756.41
FDT03,CHUKWUDI027,FDT03_CHUKWUDI027,,Low Fat,0.009950343,Meat,463.9,1992,Medium,Cluster 3,Supermarket Type3,8269.24
FDT03,CHUKWUDI035,FDT03_CHUKWUDI035,21.25,Low Fat,0.009996872,Meat,463.9,2011,Small,Cluster 2,Supermarket Type1,7809.83
FDT03,CHUKWUDI045,FDT03_CHUKWUDI045,21.25,Low Fat,0.01001904,Meat,461.65,2009,,Cluster 2,Supermarket Type1,918.8
FDT03,CHUKWUDI046,FDT03_CHUKWUDI046,21.25,Low Fat,0.009998763,Meat,455.9,2004,Small,Cluster 1,Supermarket Type1,1378.21
FDT04,CHUKWUDI010,FDT04_CHUKWUDI010,17.25,Low Fat,0,Frozen Foods,93.96,2005,,Cluster 3,Grocery Store,491.03
FDT07,CHUKWUDI017,FDT07_CHUKWUDI017,5.82,Normal Fat,0.077756427,Fruits and Vegetables,636.33,2014,,Cluster 2,Supermarket Type1,3204.16
FDT07,CHUKWUDI019,FDT07_CHUKWUDI019,,Normal Fat,0.135375727,Fruits and Vegetables,640.33,1992,Small,Cluster 1,Grocery Store,640.83
FDT07,CHUKWUDI027,FDT07_CHUKWUDI027,,Normal Fat,0.076944658,Fruits and Vegetables,642.83,1992,Medium,Cluster 3,Supermarket Type3,18584.14
FDT07,CHUKWUDI035,FDT07_CHUKWUDI035,5.82,Normal Fat,0.077304459,Fruits and Vegetables,644.08,2011,Small,Cluster 2,Supermarket Type1,11534.99
FDT07,CHUKWUDI045,FDT07_CHUKWUDI045,5.82,Normal Fat,0.077475884,Fruits and Vegetables,638.33,2009,,Cluster 2,Supermarket Type1,12175.82
FDT08,CHUKWUDI013,FDT08_CHUKWUDI013,13.65,Ultra Low fat,0.04917754,Fruits and Vegetables,379.51,1994,High,Cluster 3,Supermarket Type1,6741.23
FDT08,CHUKWUDI017,FDT08_CHUKWUDI017,13.65,Low Fat,0.049496899,Fruits and Vegetables,378.76,2014,,Cluster 2,Supermarket Type1,7115.74
FDT08,CHUKWUDI027,FDT08_CHUKWUDI027,,Ultra Low fat,0.048980156,Fruits and Vegetables,371.76,1992,Medium,Cluster 3,Supermarket Type3,7490.25
FDT08,CHUKWUDI035,FDT08_CHUKWUDI035,13.65,Low Fat,0.049209192,Fruits and Vegetables,375.01,2011,Small,Cluster 2,Supermarket Type1,5617.69
FDT08,CHUKWUDI045,FDT08_CHUKWUDI045,13.65,Low Fat,0.049318315,Fruits and Vegetables,372.51,2009,,Cluster 2,Supermarket Type1,5243.18
FDT08,CHUKWUDI049,FDT08_CHUKWUDI049,13.65,Low Fat,0.04929502,Fruits and Vegetables,376.26,2006,Medium,Cluster 1,Supermarket Type1,6741.23
FDT09,CHUKWUDI017,FDT09_CHUKWUDI017,15.15,Normal Fat,0.012332667,Snack Foods,325.07,2014,,Cluster 2,Supermarket Type1,8898.42
FDT09,CHUKWUDI019,FDT09_CHUKWUDI019,,Normal Fat,0.021471456,Snack Foods,327.57,1992,Small,Cluster 1,Grocery Store,329.57
FDT09,CHUKWUDI035,FDT09_CHUKWUDI035,15.15,Normal Fat,0.012260981,Snack Foods,329.32,2011,Small,Cluster 2,Supermarket Type1,2966.14
FDT09,CHUKWUDI045,FDT09_CHUKWUDI045,15.15,Normal Fat,0.012288171,Snack Foods,324.82,2009,,Cluster 2,Supermarket Type1,5602.71
FDT09,CHUKWUDI049,FDT09_CHUKWUDI049,15.15,Normal Fat,0.012282366,Snack Foods,331.32,2006,Medium,Cluster 1,Supermarket Type1,4284.42
FDT10,CHUKWUDI010,FDT10_CHUKWUDI010,16.7,Normal Fat,0.103849783,Snack Foods,147.14,2005,,Cluster 3,Grocery Store,148.14
FDT10,CHUKWUDI013,FDT10_CHUKWUDI013,16.7,Normal Fat,0.061992874,Snack Foods,152.39,1994,High,Cluster 3,Supermarket Type1,888.84
FDT11,CHUKWUDI017,FDT11_CHUKWUDI017,5.94,Normal Fat,0.029538509,Breads,473.64,2014,,Cluster 2,Supermarket Type1,4693.89
FDT11,CHUKWUDI018,FDT11_CHUKWUDI018,5.94,Normal Fat,0.029492018,Breads,470.14,2016,Medium,Cluster 3,Supermarket Type2,2346.95
FDT11,CHUKWUDI027,FDT11_CHUKWUDI027,,Normal Fat,0.02923013,Breads,473.64,1992,Medium,Cluster 3,Supermarket Type3,8918.39
FDT11,CHUKWUDI035,FDT11_CHUKWUDI035,5.94,Normal Fat,0.029366813,Breads,469.39,2011,Small,Cluster 2,Supermarket Type1,9387.78
FDT11,CHUKWUDI046,FDT11_CHUKWUDI046,5.94,Normal Fat,0.029372367,Breads,466.89,2004,Small,Cluster 1,Supermarket Type1,9857.17
FDT12,CHUKWUDI017,FDT12_CHUKWUDI017,6.215,Normal Fat,0.049902382,Baking Goods,564.52,2014,,Cluster 2,Supermarket Type1,7899.72
